article_id,disease_label,title,content,location_name,country_code,cases,deaths,is_health_outbreak,url
ART-0201,Henipaviral disease,[Judul Artikel Henipaviral disease #1],[Paragraf / Teks Berita Henipaviral disease #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0202,Henipaviral disease,[Judul Artikel Henipaviral disease #2],[Paragraf / Teks Berita Henipaviral disease #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0203,Henipaviral disease,[Judul Artikel Henipaviral disease #3],[Paragraf / Teks Berita Henipaviral disease #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0204,Henipaviral disease,[Judul Artikel Henipaviral disease #4],[Paragraf / Teks Berita Henipaviral disease #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0205,Henipaviral disease,[Judul Artikel Henipaviral disease #5],[Paragraf / Teks Berita Henipaviral disease #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0206,Henipaviral disease,[Judul Artikel Henipaviral disease #6],[Paragraf / Teks Berita Henipaviral disease #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0207,Henipaviral disease,[Judul Artikel Henipaviral disease #7],[Paragraf / Teks Berita Henipaviral disease #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0208,Henipaviral disease,[Judul Artikel Henipaviral disease #8],[Paragraf / Teks Berita Henipaviral disease #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0209,Henipaviral disease,[Judul Artikel Henipaviral disease #9],[Paragraf / Teks Berita Henipaviral disease #9],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0210,Henipaviral disease,[Judul Artikel Henipaviral disease #10],[Paragraf / Teks Berita Henipaviral disease #10],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0211,Henipaviral disease,[Judul Artikel Henipaviral disease #11],[Paragraf / Teks Berita Henipaviral disease #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0212,Henipaviral disease,[Judul Artikel Henipaviral disease #12],[Paragraf / Teks Berita Henipaviral disease #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0213,Henipaviral disease,[Judul Artikel Henipaviral disease #13],[Paragraf / Teks Berita Henipaviral disease #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0214,Henipaviral disease,[Judul Artikel Henipaviral disease #14],[Paragraf / Teks Berita Henipaviral disease #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0215,Henipaviral disease,[Judul Artikel Henipaviral disease #15],[Paragraf / Teks Berita Henipaviral disease #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0216,Henipaviral disease,[Judul Artikel Henipaviral disease #16],[Paragraf / Teks Berita Henipaviral disease #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0217,Henipaviral disease,[Judul Artikel Henipaviral disease #17],[Paragraf / Teks Berita Henipaviral disease #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0218,Henipaviral disease,[Judul Artikel Henipaviral disease #18],[Paragraf / Teks Berita Henipaviral disease #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0219,Henipaviral disease,[Judul Artikel Henipaviral disease #19],[Paragraf / Teks Berita Henipaviral disease #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0220,Henipaviral disease,[Judul Artikel Henipaviral disease #20],[Paragraf / Teks Berita Henipaviral disease #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0221,HIV/AIDS,[Judul Artikel HIV/AIDS #1],[Paragraf / Teks Berita HIV/AIDS #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0222,HIV/AIDS,[Judul Artikel HIV/AIDS #2],[Paragraf / Teks Berita HIV/AIDS #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0223,HIV/AIDS,[Judul Artikel HIV/AIDS #3],[Paragraf / Teks Berita HIV/AIDS #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0224,HIV/AIDS,[Judul Artikel HIV/AIDS #4],[Paragraf / Teks Berita HIV/AIDS #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0225,HIV/AIDS,[Judul Artikel HIV/AIDS #5],[Paragraf / Teks Berita HIV/AIDS #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0226,HIV/AIDS,[Judul Artikel HIV/AIDS #6],[Paragraf / Teks Berita HIV/AIDS #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0227,HIV/AIDS,[Judul Artikel HIV/AIDS #7],[Paragraf / Teks Berita HIV/AIDS #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0228,HIV/AIDS,[Judul Artikel HIV/AIDS #8],[Paragraf / Teks Berita HIV/AIDS #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
